ad_id,origin,condition,car_model,mileage,exterior_color,interior_color,num_of_doors,seating_capacity,engine,fuel_system,transmission,drive_type,fuel_consumption,brand,grade,year_of_manufacture,car_name,price (AUD)
4632411,Imported,New car,Crossover,0 Km,White,Black,5-door,5-seat,"Petrol	1.5 L",,Automatic,FWD - Front-wheel drive,L/100Km,Hyundai,Creta,2022,Hyundai Creta Standard 1.5 AT 2022,23562.80551
4632414,Imported,New car,Crossover,0 Km,Black,Black,5-door,5-seat,"Petrol	1.5 L",,Automatic,FWD - Front-wheel drive,L/100Km,Hyundai,Creta,2022,Hyundai Creta Special 1.5 AT 2022,25506.12967
4632419,Imported,New car,Crossover,0 Km,Red,Black,5-door,5-seat,"Petrol	1.5 L",,Automatic,FWD - Front-wheel drive,L/100Km,Hyundai,Creta,2022,Hyundai Creta Special 1.5 AT 2022,25506.12967
4632449,Imported,New car,Crossover,0 Km,Red,Black,5-door,5-seat,"Petrol	1.5 L",,Automatic,FWD - Front-wheel drive,L/100Km,Hyundai,Creta,2022,Hyundai Creta Premium 1.5 AT 2022,28340.14408
4632453,Imported,New car,Crossover,0 Km,White,Black,5-door,5-seat,"Petrol	1.5 L",,Automatic,FWD - Front-wheel drive,L/100Km,Hyundai,Creta,2022,Hyundai Creta Premium 1.5 AT 2022,28340.14408
4632487,Domestic assembly,New car,SUV,0 Km,Silver,Brown,5-door,5-seat,"Electric	0.2 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,VinFast,VF8,2022,VinFast VF8 Plus 2022 car,40485.92011
4632499,Imported,Used car,4x4,"50,000 Km",White,Black,4-door,5-seat,"Diesel	2.8 L",,Automatic,4WD - Four-wheel drive (4WD),"8	L/100Km",Chevrolet,Colorado,2017,Chevrolet Colorado High Country 2.8L 4x4 AT 2017,25101.27047
4632527,Domestic assembly,Used car,SUV,"40,000 Km",Black,Black,5-door,7-seat,"Diesel	2.2 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Hyundai,SantaFe,2019,Hyundai SantaFe 2.2L HTRAC 2019,38461.62411
4632552,Domestic assembly,Used car,SUV,"30,000 Km",Red,Black,5-door,7-seat,"Petrol	1.6 L",,Automatic,FWD - Front-wheel drive,L/100Km,Peugeot,5008,2020,Peugeot 5008 Allure 1.6 AT 2020,37044.6169
4632598,Domestic assembly,New car,Crossover,0 Km,Red,Cream,5-door,5-seat,"Petrol	1.4 L",Electronic fuel injection,Automatic,FWD - Front-wheel drive,"6	L/100Km",Kia,Seltos,2022,Kia Seltos Luxury 1.4 AT 2022,27489.93975
4632608,Imported,Used car,SUV,0 Km,White,Black,5-door,5-seat,"Petrol	2.0 L",,Automatic,AWD - 4-wheel drive (AWD),"8	L/100Km",Audi,Q5,2016,Audi Q5 2.0 AT 2016,40081.06091
4632639,Imported,Used car,Sedan,0 Km,Yellow,Cream,4-door,5-seat,"Petrol	2.5 L",,Automatic,FWD - Front-wheel drive,L/100Km,Renault,Latitude,2015,Renault Latitude 2.5 AT 2015,17611.37525
4632668,Domestic assembly,New car,Hatchback,0 Km,White,Black,5-door,5-seat,"Petrol	1.25 L",,Automatic,FWD - Front-wheel drive,"5	L/100Km",Hyundai,i10,2023,Hyundai i10 1.2 AT 2023 car,16437.28357
4632703,Imported,Used car,Crossover,"40,000 Km",Yellow,Black,5-door,5-seat,"Petrol	1.6 L",,Automatic,FWD - Front-wheel drive,L/100Km,Renault,Sandero,2016,Renault Sandero Stepway 1.6 AT 2016,13724.72692
4632725,Domestic assembly,Used car,Van/Minivan,0 Km,Silver,Different color,4-door,16-seat,"Diesel	2.4 L",,Manual,RFD - Rear-wheel drive,L/100Km,Ford,Transit,2013,Ford Transit 2.4L 2013,14170.07204
4632760,Imported,Used car,Crossover,"52,000 Km",Red,Black,4-door,5-seat,"Petrol	1.6 L",,Automatic,FWD - Front-wheel drive,L/100Km,Hyundai,Creta,2015,Hyundai Creta 1.6 AT GAS 2015,21862.39686
4632828,Domestic assembly,Used car,SUV,"17,000 Km",Red,Black,5-door,5-seat,"Petrol	2.0 L",,Automatic,FWD - Front-wheel drive,L/100Km,Mazda,CX5,2021,Mazda CX5 Premium 2.0 AT 2021 car,37247.0465
4633393,Domestic assembly,Used car,Sedan,"40,000 Km",Black,Cream,4-door,5-seat,"Petrol	3.0 L", Pump,Automatic,RFD - Rear-wheel drive,"10	L/100Km",Mercedes Benz,S class,2018,Mercedes Benz S class S450L 2018,80971.8402
4633453,Imported,New car,Sedan,0 Km,Silver,Black,4-door,5-seat,"Petrol	1.8 L",,Automatic,FWD - Front-wheel drive,L/100Km,Toyota,Corolla altis,2022,Toyota Corolla altis 1.8V 2022,28542.57368
4633472,Domestic assembly,Used car,SUV,"41,000 Km",Green,Brown,5-door,5-seat,"Petrol	2.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Mercedes Benz,GLC,2018,Mercedes Benz GLC 250 4Matic 2018,40485.92011
4633511,Domestic assembly,Used car,SUV,"74,000 Km",Black,Brown,5-door,7-seat,"Diesel	2.2 L",Diesel R 2.2L e-VGT,Automatic,AWD - 4-wheel drive (AWD),"7	L/100Km",Hyundai,SantaFe,2020,Hyundai SantaFe Premium 2.2L HTRAC 2020,40485.92011
4633529,Imported,New car,SUV,0 Km,Black,Brown,5-door,5-seat,"Hybrid	1.8 L",electronic fuel injection,Automatic,FWD - Front-wheel drive,"4	L/100Km",Toyota,Corolla Cross,2022,Toyota Corolla Cross 1.8HV 2022,37449.4761
4633639,Imported,Used car,Sedan,0 Km,Yellow,Cream,4-door,5-seat,"Petrol	2.0 L",,Automatic,RFD - Rear-wheel drive,L/100Km,BMW,3 Series,2014,BMW 3 Series 320i GT 2014,24251.06615
4633698,Domestic assembly,Used car,Sedan,"75,000 Km",White,Black,4-door,5-seat,"Petrol	1.8 L",,Automatic,FWD - Front-wheel drive,L/100Km,Chevrolet,Cruze,2015,Chevrolet Cruze LTZ 1.8 AT 2015,13967.64244
4633825,Domestic assembly,Used car,Sedan,0 Km,Black,Cream,4-door,5-seat,"Petrol	2.4 L",,Automatic,FWD - Front-wheel drive,L/100Km,Toyota,Camry,2007,Toyota Camry 2.4G 2007,14777.36084
4633852,Imported,Used car,4x4,"110,000 Km",Silver,Cream,4-door,5-seat,"Diesel	2.2 L",,Automatic,RFD - Rear-wheel drive,L/100Km,Ford,Ranger,2014,Ford Ranger XLS 2.2L 4x2 AT 2014,16153.88213
4633869,Imported,Used car,SUV,0 Km,Brown,Black,5-door,7-seat,"Diesel	2.2 L",,Automatic,FWD - Front-wheel drive,L/100Km,Hyundai,SantaFe,2014,Hyundai SantaFe 2.2L 2014,27125.56647
4634197,Imported,Used car,SUV,"60,000 Km",White,Brown,5-door,5-seat,"Petrol	3.6 L",3.6,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Porsche,Cayenne,2016,Porsche Cayenne 3.6 V6 2016,80971.8402
4634218,Imported,Used car,SUV,"20,000 Km",Black,Cream,5-door,4-seat,"Petrol	5.7 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Lexus,LX,2021,Lexus LX 570 Super Sport MBS 2021,364373.281
4634230,Imported,Used car,SUV,"41,000 Km",White,Red,5-door,7-seat,"Petrol	5.7 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Lexus,LX,2018,Lexus LX 570 Super Sport 2018,323887.3609
4634275,Imported,New car,SUV,0 Km,Red,Black,5-door,5-seat,"Petrol	3.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Audi,Q8,2023,Audi Q8 55 TFSI S-Line Quattro 2023,161943.6805
4634320,Imported,Used car,4x4,"73,000 Km",Black,Black,4-door,5-seat,"Diesel	3.2 L",Oil,Automatic,4WD - Four-wheel drive (4WD),"7	L/100Km",Ford,Ranger,2017,Ford Ranger Wildtrak 3.2L 4x4 AT 2017,28745.00328
4634356,Domestic assembly,Used car,Sedan,0 Km,Black,Brown,4-door,5-seat,"Petrol	2.0 L",,Automatic,RFD - Rear-wheel drive,L/100Km,Mercedes Benz,E class,2014,Mercedes Benz E class E200 2014,29149.86248
4634357,Imported,Used car,Sedan,0 Km,White,gray,4-door,5-seat,"Petrol	2.0 L",,Automatic,RFD - Rear-wheel drive,L/100Km,BMW,3 Series,2014,BMW 3 Series 320i 2014,31498.04585
4634368,Domestic assembly,Used car,Sedan,"66,000 Km",Yellow,Cream,4-door,5-seat,"Petrol	1.5 L",,Automatic,FWD - Front-wheel drive,"6	L/100Km",Toyota,Vios,2017,Toyota Vios 1.5G 2017,18542.55141
4634374,Imported,New car,SUV,0 Km,White,Black,5-door,7-seat,"Petrol	2.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Audi,Q7,2023,Audi Q7 45 TFSI Quattro 2023,161943.6805
4634424,Domestic assembly,New car,Van/Minivan,0 Km,Silver,gray,4-door,16-seat,"Diesel	2.2 L",CRDI,Manual,RFD - Rear-wheel drive,"10	L/100Km",Ford,Transit,2022,Ford Transit Standard 2022,32793.59529
4634453,Imported,New car,SUV,0 Km,White,Black,5-door,5-seat,"Petrol	2.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Audi,Q5,2023,Audi Q5 45 TFSI Quattro 2023,80971.8402
4634461,Domestic assembly,Used car,SUV,"20,000 Km",White,Black,5-door,7-seat,"Diesel	2.4 L",,Automatic,RFD - Rear-wheel drive,L/100Km,Toyota,Fortuner,2020,Toyota Fortuner 2.4G 4x2 AT 2020,39068.91291
4634477,Domestic assembly,New car,4x4,0 Km,White,Black,4-door,5-seat,"Diesel	2.2 L",,Manual,RFD - Rear-wheel drive,L/100Km,Ford,Ranger,2023,Ford Ranger XLS 2.0L 4x2 MT 2023,25465.64375
4634500,Domestic assembly,New car,4x4,0 Km,White,Black,4-door,5-seat,"Diesel	2.2 L",,Automatic,4WD - Four-wheel drive (4WD),L/100Km,Ford,Ranger,2023,Ford Ranger XLS 2.0L 4x4 AT 2023,29392.778
4634506,Imported,New car,SUV,0 Km,White,Black,5-door,7-seat,"Diesel	2.0 L",,Automatic,RFD - Rear-wheel drive,L/100Km,Ford,Everest,2023,Ford Everest Titanium 2.0L 4x2 AT 2023,40485.92011
4634512,Imported,Used car,SUV,"47,000 Km",Sand,Cream,5-door,7-seat,"Petrol	2.7 L",,Automatic,FWD - Front-wheel drive,L/100Km,Toyota,Highlander,2014,Toyota Highlander LE 2.7 2014,40485.92011
4634533,Domestic assembly,Used car,Sedan,"130,000 Km",Black,Brown,4-door,5-seat,"Petrol	1.8 L",1.8G,Manual,FWD - Front-wheel drive,"7	L/100Km",Toyota,Corolla altis,2004,Toyota Corolla altis 1.8G MT 2004,9109.332027
4634591,Imported,Used car,SUV,"50,000 Km",Black,Cream,5-door,7-seat,"Petrol	2.3 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Ford,Explorer,2017,Ford Explorer Limited 2.3L EcoBoost 2017,40485.92011
4634734,Imported,Used car,SUV,"23,000 Km",Black,Red,5-door,5-seat,"Petrol	3.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Porsche,Cayenne,2019,Porsche Cayenne 3.0 V6 2019,161943.6805
4634827,Imported,Used car,SUV,"150,000 Km",Green,gray,5-door,9-seat,"Diesel	3.5 L",High pressure pump,Manual,4WD - Four-wheel drive (4WD),"7	L/100Km",Mitsubishi,Pajero,2001,Mitsubishi Pajero 3.5 2001,14777.36084
4634922,Imported,Used car,Crossover,"80,000 Km",Grey,Black,5-door,5-seat,"Petrol	3.5 L", Electronic fuel injector,Automatic,AWD - 4-wheel drive (AWD),"9	L/100Km",Nissan,Murano,2012,Nissan Murano SL 3.5 AWD 2012,26315.84807
4634948,Imported,New car,Sedan,0 Km,Green,Black,4-door,5-seat,"Petrol	3.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Audi,A8,2023,Audi A8 L 55 TFSI Quattro 2023,34413.03209
4634957,Imported,Used car,SUV,"10,000 Km",Black,Black,5-door,7-seat,"Diesel	2.4 L", Electronic injector,Automatic,RFD - Rear-wheel drive,"7	L/100Km",Mitsubishi,Pajero Sport,2021,Mitsubishi Pajero Sport 2.4D 4x2 AT 2021,40283.49051
4634992,Imported,New car,Hatchback,0 Km,White,Black,5-door,5-seat,"Petrol	1.5 L",crazy fuel injection,Automatic,FWD - Front-wheel drive,"6	L/100Km",Toyota,Yaris,2023,Toyota Yaris G 1.5 AT 2023,27692.36935
4635152,Domestic assembly,Used car,Crossover,"15,000 Km",Black,Cream,5-door,5-seat,"Petrol	1.4 L",,Automatic,FWD - Front-wheel drive,L/100Km,Kia,Seltos,2021,Kia Seltos Premium 1.4 AT 2021,29068.89064
4635194,Domestic assembly,Used car,SUV,"110,000 Km",Pink,Cream,5-door,8-seat,"Diesel	2.5 L",,Manual,RFD - Rear-wheel drive,L/100Km,Ford,Everest,2013,Ford Everest 2.5L 4x2 MT 2013,17004.08645
4635249,Domestic assembly,Used car,SUV,"85,000 Km",Pink,Cream,5-door,8-seat,"Diesel	2.5 L",,Manual,RFD - Rear-wheel drive,"08	L/100Km",Ford,Everest,2009,Ford Everest 2.5L 4x2 MT 2009,15182.22004
4635331,Imported,Used car,Sedan,"50,000 Km",Green,Cream,4-door,5-seat,"Petrol	2.0 L",,Automatic,RFD - Rear-wheel drive,L/100Km,BMW,3 Series,2015,BMW 3 Series 320i 2015,29919.09496
4635369,Imported,Used car,SUV,"40,000 Km",Black,Black,5-door,7-seat,"Diesel	2.4 L",,Automatic,RFD - Rear-wheel drive,L/100Km,Mitsubishi,Pajero Sport,2021,Mitsubishi Pajero Sport 2.4D 4x2 AT 2021,40485.92011
4635423,Domestic assembly,Used car,SUV,"100,000 Km",Green,Green,5-door,8-seat,"Petrol	4.5 L",Fuel injection,Manual,4WD - Four-wheel drive (4WD),L/100Km,Toyota,Land Cruiser,2004,Toyota Land Cruiser GX 4.5 2004,17206.51605
4635518,Imported,Used car,SUV,"58,000 Km",Green,Cream,5-door,5-seat,"Petrol	3.6 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Porsche,Cayenne,2015,Porsche Cayenne 3.6 V6 2015,80971.8402
4635579,Imported,New car,Sedan,0 Km,Black,Cream,4-door,5-seat,"Petrol	2.5 L",Nature,Automatic,FWD - Front-wheel drive,"9	L/100Km",Toyota,Camry,2022,Toyota Camry 2.5Q 2022,40485.92011
4635673,Imported,Used car,SUV,"1,268 Km",Black,Cream,5-door,7-seat,"Petrol	3.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Mercedes Benz,GLS,2021,Mercedes Benz GLS 450 4Matic 2021,202429.6005
4635697,Domestic assembly,New car,Sedan,0 Km,White,Black,4-door,5-seat,"Petrol	1.6 L",,Automatic,FWD - Front-wheel drive,L/100Km,Hyundai,Elantra,2022,Hyundai Elantra N-Line 1.6 Turbo AT 2022,32145.82057
4635818,Imported,Used car,4x4,"32,000 Km",Green,Black,4-door,5-seat,"Diesel	2.0 L",Oil,Automatic,4WD - Four-wheel drive (4WD),"8	L/100Km",Ford,Ranger,2019,Ford Ranger Raptor 2.0L 4x4 AT 2019,40485.92011
4635934,Imported,Used car,Sedan,"6,000 Km",White,Brown,4-door,5-seat,"Petrol	1.8 L",,Automatic,FWD - Front-wheel drive,L/100Km,Audi,A6,2016,Audi A6 1.8 TFSI 2016,40485.92011
4635982,Imported,Used car,4x4,"8,000 Km",White,Black,4-door,5-seat,"Diesel	2.5 L",,Automatic,4WD - Four-wheel drive (4WD),L/100Km,Nissan,Navara,2021,Nissan Navara VL 2.5 AT 4WD 2021,30364.44008
4636012,Imported,Used car,SUV,"20,000 Km",Yellow,Brown,5-door,5-seat,"Petrol	2.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Lexus,RX,2022,Lexus RX 300 2022,121457.7603
4636027,Imported,Used car,SUV,"20,000 Km",Yellow,Yellow,5-door,5-seat,"Petrol	2.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Lexus,RX,2021,Lexus RX 300 2021,121457.7603
4636095,Imported,Used car,4x4,"88,000 Km",Brown,Pink,4-door,5-seat,"Diesel	2.5 L",,Automatic,4WD - Four-wheel drive (4WD),"7	L/100Km",Nissan,Navara,2015,Nissan Navara VL 2.5 AT 4WD 2015,20161.98821
4636451,Imported,Used car,Coupe,"13,689 Km",White,Colorful,2-door,4-seat,"Petrol	1.2 L",,Manual,FWD - Front-wheel drive,"6	L/100Km",Volkswagen,Beetle,,Volkswagen Beetle 1.2 MT Before 1990,39190.37067
4636502,Domestic assembly,New car,Sedan,0 Km,White,Black,4-door,5-seat,"Petrol	1.6 L", Electronic fuel injection,Automatic,FWD - Front-wheel drive,"6	L/100Km",Hyundai,Elantra,2023,Hyundai Elantra 1.6 AT Special 2023,26477.79175
4636575,Imported,Used car,Sedan,"80,000 Km",Green,Black,4-door,5-seat,"Petrol	1.8 L",,Automatic,FWD - Front-wheel drive,"7	L/100Km",Audi,A4,2015,Audi A4 1.8 TFSI 2015,28137.71448
4636595,Domestic assembly,Used car,Crossover,300 Km,Green,Black,5-door,5-seat,"Electric	0.1 L",Electricity,Automatic,FWD - Front-wheel drive,L/100Km,VinFast,VF e34,2022,VinFast VF e34 AT 2022 car,21052.67846
4636694,Domestic assembly,Used car,SUV,"10,000 Km",White,gray,5-door,6-seat,"Diesel	2.2 L",,Automatic,AWD - 4-wheel drive (AWD),"8	L/100Km",Kia,Sorento,2021,Kia Sorento Signature 2.2 AT AWD 2021,40485.92011
4636725,Imported,New car,SUV,0 Km,Silver,Black,5-door,7-seat,"Petrol	1.5 L",crazy fuel injection,Automatic,FWD - Front-wheel drive,"6	L/100Km",Toyota,Veloz,2023,Toyota Veloz Cross 1.5 CVT 2023,25425.15783
4636771,Domestic assembly,New car,Sedan,0 Km,Red,Red,4-door,5-seat,"Petrol	2.0 L",7,Automatic,FWD - Front-wheel drive,"7	L/100Km",Hyundai,Elantra,2022,Hyundai Elantra 2.0 AT Premium 2022,27489.93975
4636967,Domestic assembly,Used car,Sedan,"50,000 Km",Black,Black,4-door,5-seat,"Petrol	2.0 L", Pump,Automatic,RFD - Rear-wheel drive,"8	L/100Km",Mercedes Benz,E class,2016,Mercedes Benz E class E300 AMG 2016,40485.92011
4636983,Domestic assembly,Used car,Sedan,0 Km,Black,Cream,4-door,5-seat,"Petrol	3.0 L",,Automatic,RFD - Rear-wheel drive,L/100Km,Mercedes Benz,S class,2020,Mercedes Benz S class S450L 2020,121457.7603
4637070,Domestic assembly,Used car,SUV,"90,000 Km",Black,Black,5-door,5-seat,"Petrol	2.4 L",,Automatic,FWD - Front-wheel drive,L/100Km,Honda,CRV,2016,Honda CRV 2.4 AT - TG 2016,27085.08055
4637112,Imported,Used car,SUV,"30,000 Km",Grey,Colorful,5-door,5-seat,"Petrol	2.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,LandRover,Range Rover Velar,2019,LandRover Range Rover Velar R-Dynamic SE 2.0 2019,121457.7603
4637126,Domestic assembly,Used car,Sedan,"65,000 Km",White,Black,4-door,5-seat,"Petrol	1.5 L",,Automatic,FWD - Front-wheel drive,L/100Km,Honda,City,2018,Honda City 1.5 2018 car,17732.83301
4637172,Imported,Used car,SUV,"152,000 Km",Black,Cream,5-door,7-seat,"Petrol	5.7 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Lexus,LX,2008,Lexus LX 570 2008,40485.92011
4637181,Imported,Used car,Sedan,"30,000 Km",Black,Cream,4-door,5-seat,"Petrol	2.0 L",,Automatic,RFD - Rear-wheel drive,L/100Km,BMW,3 Series,2014,BMW 3 Series 328i GT 2014,38866.48331
4637283,Imported,Used car,SUV,"18,200 Km",Brown,Brown,5-door,5-seat,"Petrol	1.8 L", Fuel injection,Automatic,FWD - Front-wheel drive,"7	L/100Km",Toyota,Corolla Cross,2021,Toyota Corolla Cross 1.8V 2021,34777.40537
4637300,Imported,Used car,Sedan,400 Km,Black,Black,4-door,5-seat,"Hybrid	1.8 L",,Automatic,FWD - Front-wheel drive,"4	L/100Km",Toyota,Corolla altis,2022,Toyota Corolla altis 1.8HEV 2022 car,34817.89129
4637372,Imported,Used car,SUV,"14,000 Km",White,Orange,5-door,7-seat,"Petrol	3.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,BMW,X5,2021,BMW X5 xDrive40i M Sport 2021,161943.6805
4637437,Imported,New car,Sedan,0 Km,White,Black,4-door,5-seat,"Petrol	1.5 L",V-tec,Automatic,FWD - Front-wheel drive,"6	L/100Km",Honda,Civic,2023,Honda Civic E 1.5 AT 2023,29757.15128
4637508,Imported,Used car,SUV,"55,000 Km",Black,Brown,5-door,8-seat,"Petrol	2.7 L",,Automatic,RFD - Rear-wheel drive,L/100Km,Toyota,Fortuner,2017,Toyota Fortuner 2.7V 4x2 AT 2017,31174.15849
4637629,Domestic assembly,New car,Sedan,0 Km,Red,Black,4-door,5-seat,"Petrol	1.6 L",Gasoline,Automatic,FWD - Front-wheel drive,"5	L/100Km",Hyundai,Elantra,2022,Hyundai Elantra N-Line 1.6 Turbo AT 2022,31781.44729
4637660,Domestic assembly,New car,Sedan,0 Km,White,Black,5-door,5-seat,"Petrol	1.6 L",Gasoline,Automatic,FWD - Front-wheel drive,"6	L/100Km",Hyundai,Elantra,2022,Hyundai Elantra 1.6 AT Standard 2022,23684.26327
4637674,Imported,Used car,SUV,"41,000 Km",White,Cream,5-door,7-seat,"Petrol	3.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Mercedes Benz,GLS,2020,Mercedes Benz GLS 450 4Matic 2020,161943.6805
4637702,Imported,Used car,4x4,"110,000 Km",Silver,Cream,4-door,5-seat,"Diesel	2.2 L",,Automatic,RFD - Rear-wheel drive,"7	L/100Km",Ford,Ranger,2014,Ford Ranger XLS 2.2L 4x2 AT 2014,15991.93845
4637707,Domestic assembly,New car,Sedan,0 Km,White,Black,4-door,5-seat,"Petrol	1.6 L",Gasoline,Automatic,FWD - Front-wheel drive,"6	L/100Km",Hyundai,Elantra,2022,Hyundai Elantra 1.6 AT Special 2022,26315.84807
4637868,Imported,Used car,SUV,"50,000 Km",White,Yellow,5-door,7-seat,"Petrol	5.7 L",Electronic fuel injection,Automatic,AWD - 4-wheel drive (AWD),"14	L/100Km",Lexus,LX,2018,Lexus LX 570 Super Sport 2018,323887.3609
4637945,Imported,Used car,SUV,"4,500 Km",White,Colorful,5-door,7-seat,"Petrol	1.3 L",,Automatic,RFD - Rear-wheel drive,L/100Km,Mercedes Benz,GLB,2021,Mercedes Benz GLB 200 AMG 2021,40485.92011
4637987,Imported,Used car,Van/Minivan,"75,000 Km",Silver,gray,5-door,3-seat,"Diesel	2.5 L",,Manual,RFD - Rear-wheel drive,"6	L/100Km",Hyundai,Grand Starex,2015,Hyundai Grand Starex Van 2.5 MT 2015,22064.82646
4638118,Imported,Used car,SUV,"55,000 Km",Take note,Black,5-door,7-seat,"Diesel	2.0 L",Electronic oil injection,Automatic,RFD - Rear-wheel drive,"6	L/100Km",Ford,Everest,2021,Ford Everest Titanium 2.0L 4x2 AT 2021,40485.92011
4638161,Imported,Used car,SUV,"78,700 Km",Silver,Black,5-door,5-seat,"Petrol	2.0 L",,Automatic,AWD - 4-wheel drive (AWD),"12	L/100Km",Mercedes Benz,GLA class,2015,Mercedes Benz GLA class GLA 45 AMG 4Matic 2015,35627.6097
4638279,Domestic assembly,Used car,SUV,"50,000 Km",Black,Black,5-door,7-seat,"Petrol	2.0 L",Ssi,Automatic,RFD - Rear-wheel drive,"8	L/100Km",VinFast,Lux SA 2.0,2020,VinFast Lux SA 2.0 Plus 2.0 AT 2020 car,36032.4689
4638425,Imported,Used car,SUV,0 Km,White,Black,5-door,7-seat,"Petrol	2.0 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Volvo,XC90,2015,Volvo XC90 T6 2.0 AT 2015,80971.8402
4638544,Imported,Used car,SUV,"39,789 Km",Black,Black,5-door,7-seat,"Petrol	2.0 L",Direct Spray,Automatic,AWD - 4-wheel drive (AWD),"9	L/100Km",LandRover,Discovery Sport,2019,LandRover Discovery Sport HSE 2019,80971.8402
4638729,Domestic assembly,Used car,Sedan,"50,168 Km",White,Black,4-door,5-seat,"Petrol	2.0 L",,Automatic,RFD - Rear-wheel drive,L/100Km,Mercedes Benz,E class,2016,Mercedes Benz E class E200 2016,40485.92011
4638742,Imported,New car,Coupe,0 Km,Orange,Black,2-door,2-seat,"Petrol	4.0 L",V8 4.0L,Automatic,RFD - Rear-wheel drive,L/100Km,McLaren,765LT,2021,McLaren 765LT Coupe 2021,1457493.124
4638755,Domestic assembly,Used car,SUV,"70,000 Km",Silver,Cream,5-door,8-seat,"Diesel	2.5 L",,Manual,RFD - Rear-wheel drive,"6	L/100Km",Toyota,Fortuner,2016,Toyota Fortuner 2.5G 2016,26720.70727
4638778,Domestic assembly,Used car,SUV,"72,000 Km",Silver,Cream,5-door,8-seat,"Diesel	2.5 L",Full electronic oil,Manual,RFD - Rear-wheel drive,"6	L/100Km",Toyota,Fortuner,2016,Toyota Fortuner 2.5G 2016,26720.70727
4638785,Imported,Used car,4x4,"38,000 Km",White,Black,4-door,5-seat,"Petrol	3.5 L",,Automatic,4WD - Four-wheel drive (4WD),L/100Km,Ford,F150,2019,Ford F150 Raptor 2019,161943.6805
4638839,Domestic assembly,Used car,Sedan,"62,000 Km",White,Black,4-door,5-seat,"Petrol	2.5 L",Gasoline,Automatic,FWD - Front-wheel drive,L/100Km,Mazda,6,2017,Mazda 6 2.5L Premium 2017,25870.50295
4638848,Domestic assembly,Used car,SUV,"999,999 Km",Sand,Cream,5-door,8-seat,"Diesel	2.5 L",Spray,Manual,RFD - Rear-wheel drive,"7	L/100Km",Ford,Everest,2011,Ford Everest 2.5L 4x2 MT 2011,15991.93845
4638856,Imported,Used car,SUV,"15,000 Km",Sand,Yellow,5-door,7-seat,"Petrol	3.5 L",,Automatic,AWD - 4-wheel drive (AWD),L/100Km,Lexus,RX,2021,Lexus RX 350L 2021,0.000161944
4639019,Domestic assembly,Used car,Sedan,"60,000 Km",White,Cream,4-door,5-seat,"Petrol	3.0 L",Gasoline,Automatic,RFD - Rear-wheel drive,"10	L/100Km",Mercedes Benz,S class,2016,Mercedes Benz S class S400L 2016,80971.8402
4639429,Imported,Used car,4x4,"35,000 Km",White,Black,4-door,5-seat,"Diesel	2.2 L",,Automatic,RFD - Rear-wheel drive,L/100Km,Ford,Ranger,2019,Ford Ranger XLS 2.2L 4x2 AT 2019,26234.87623
4639920,Domestic assembly,Used car,SUV,"20,000 Km",White,Grey,5-door,5-seat,"Petrol	1.5 L",,Automatic,FWD - Front-wheel drive,"7	L/100Km",Ford,EcoSport,2019,Ford EcoSport Trend 1.5L AT 2019,19392.75573
4639962,Domestic assembly,Used car,Sedan,"54,000 Km",Brown,Colorful,4-door,5-seat,"Petrol	1.4 L",,Automatic,FWD - Front-wheel drive,"6	L/100Km",Hyundai,Accent,2018,Hyundai Accent 1.4 ATH 2018,17611.37525
4639963,Imported,New car,SUV,0 Km,White,Black,5-door,5-seat,"Hybrid	1.8 L",Electronic multi-channel fuel injection,Automatic,FWD - Front-wheel drive,"4	L/100Km",Toyota,Corolla Cross,2023,Toyota Corolla Cross 1.8HV 2023,38218.70859
4640043,Domestic assembly,New car,SUV,0 Km,White,gray,5-door,7-seat,"Petrol	1.6 L", Electronic fuel injection,Automatic,FWD - Front-wheel drive,"8	L/100Km",Peugeot,5008,2022,Peugeot 5008 AL 1.6 AT 2022,40485.92011
4640051,Domestic assembly,New car,Crossover,0 Km,Green,Black,5-door,5-seat,"Petrol	1.6 L", Electronic fuel injection,Automatic,FWD - Front-wheel drive,"8	L/100Km",Peugeot,3008,2022,Peugeot 3008 GT 2022,40485.92011
